Name,Device Description,Type Description,Manufacturer
Project1,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project2,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project3,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project4,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project5,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project6,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project7,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project8,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project9,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project10,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project11,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project12,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project13,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project14,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project15,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project16,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project17,Binäres Eingabemodul,BIM,ABB
Project10,MicroSCADA X SYS600C - The compact system,SYS600C-V4.10,ABB
Project14,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project4,MicroSCADA X SYS600C - The compact system,SYS600C-V4.10,ABB
Project18,Miniature circuit breaker (MCB),S201P-C2NA,ABB
Project8,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project3,Binäres Eingabemodul,BIM,ABB
Project13,Miniature circuit breaker (MCB),S202M-K6UC,ABB
Project15,Binäres Eingabemodul,BIM,ABB
Project10,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project4,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project13,Miniature circuit breaker (MCB),S202M-K10UC,ABB
Project12,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project1,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project16,"REB500 CU04, Ver. 8.3 Binary In-/Output Optional",BIO01,ABB
Project14,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project9,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project8,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project16,"REB500 CU04, Ver. 8.3 Binary In-/Output Standard",BIO01,ABB
Project11,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project19,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project20,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project13,"REB500 CU04, Ver. 8.3 Binary In-/Output Optional",BIO01,ABB
Project16,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project4,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project2,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project21,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project10,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project14,Socket outlet for distribution board,M1011-T13,ABB
Project17,Miniature circuit breaker (MCB),S202M-K6UC,ABB
Project8,Socket outlet for distribution board,M1011-T13,ABB
Project9,Socket outlet for distribution board,M1011-T13,ABB
Project13,"REB500 CU04, Ver. 8.3 Binary In-/Output Standard",BIO01,ABB
Project11,Socket outlet for distribution board,M1011-T13,ABB
Project18,Socket outlet for distribution board,M1011-T13,ABB
Project2,Socket outlet for distribution board,M1011-T13,ABB
Project13,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B10 A30,ABB
Project4,Socket outlet for distribution board,M1011-T13,ABB
Project10,Socket outlet for distribution board,M1011-T13,ABB
Project16,Socket outlet for distribution board,M1011-T13,ABB
Project19,Socket outlet for distribution board,M1011-T13,ABB
Project20,Socket outlet for distribution board,M1011-T13,ABB
Project13,Socket outlet for distribution board,M1011-T13,ABB
Project20,Standard all-or-nothing relay,CR-M110DC4,ABB
Project19,Standard all-or-nothing relay,CR-M110DC4,ABB
Project17,Relay socket,CT-ERS.21P,ABB
Project22,Socket outlet for distribution board,M1011-T13,ABB
Project6,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project7,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project17,Transformer module,TRM,ABB
Project7,MLBL-05R LED block,MLBL-05R,ABB
Project6,MP1-10G Pushbutton,MP1-10G,ABB
Project7,MP1-10G Pushbutton,MP1-10G,ABB
Project6,MP1-10R Pushbutton,MP1-10R,ABB
Project6,MP1-11R Pushbutton,MP1-11R,ABB
Project7,MP1-10R Pushbutton,MP1-10R,ABB
Project7,MP1-11R Pushbutton,MP1-11R,ABB
Project7,Relay socket,CT-ERS.21P,ABB
Project14,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project14,Socket,071L.11,Finder
Project2,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project4,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project11,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project8,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project9,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project16,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project11,Steckdose,071L.11,Finder
Project10,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project9,Socket,071L.11,Finder
Project18,EDIZIOdue colore Socket 3x Type 13 Weiss,87303.FX.54.61,Feller
Project16,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project4,Socket,071L.11,Finder
Project2,Socket,071L.11,Finder
Project21,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project13,Relay socket,JN-DE IP10,Arteche
Project8,Socket,071L.11,Finder
Project16,Contactor socket holder,DX22 BF3,DOMO
Project22,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project2,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project21,Socket,071L.11,Finder
Project19,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project10,Socket,071L.11,Finder
Project20,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project4,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project13,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project9,Koflex halogenfree N HSL(C)H FE05C,12x1.50mm²,Koch
Project19,Socket,071L.11,Finder
Project22,Socket,071L.11,Finder
Project21,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project18,EDIZIOdue colore Socket Type 13 weiss,87003.FX.54.61,Feller
Project20,Socket,071L.11,Finder
Project16,Label holder,SIM 22/30 PTR,DOMO
Project14,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project18,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project16,Legend label,SIM 30 TOW,DOMO
Project14,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project2,Koflex halogenfree CEE HSL(C)H FE05B,5G6.00mm²,Koch
Project11,Koflex halogenfree N HSL(C)H FE05C,12x1.50mm²,Koch
Project21,Thermostat (electrical cabinet),heatTHERM-DR,JUMO GmbH & Co. KG
Project2,CPU-C15G2: Management and NTP Processor Module,IMS-CPU-C15G2,Meinberg
Project16,Pushbutton,DX22 PRM TF ON,DOMO
Project18,Socket,071L.11,Finder
Project18,Thermostat (electrical cabinet),heatTHERM-DR,JUMO GmbH & Co. KG
Project8,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project2,IMS - LANTIME M1000: Time and Frequency Synchronization,LANTIME M1000,Meinberg
Project21,Koflex halogenfree CEE HSL(C)H FE05B,5G6.00mm²,Koch
Project11,CPU-C15G2: Management and NTP Processor Module,IMS-CPU-C15G2,Meinberg
Project16,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project8,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project21,Koflex halogenfree N HSL(C)H FE05C,12x1.50mm²,Koch
Project2,IMS-GPS Clock: GPS Satellite Receiver,IMS-GPS182-SQ,Meinberg
Project10,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project11,IMS - LANTIME M1000: Time and Frequency Synchronization,LANTIME M1000,Meinberg
Project16,Socket,071L.11,Finder
Project10,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project9,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project4,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project1,Instantaneous relay /,RF-4 110VDC OP:00001,Arteche
Project12,Instantaneous relay /,RF-4 110VDC OP:00001,Arteche
Project11,IMS-GPS Clock: GPS Satellite Receiver,IMS-GPS182-SQ,Meinberg
Project9,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project19,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project2,IMS-REL: Error Relais Module,IMS-REL1000,Meinberg
Project11,IMS-HPS100: PTP / SyncE / Hardware NTP Interface with Dual Core CPU,IMS-HPS100 PL-A,Meinberg
Project13,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project22,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project20,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project4,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project11,IMS-REL: Error Relais Module,IMS-REL1000,Meinberg
Project16,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project22,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project1,Auslösung & Umschaltrelais für definitive Abschaltung / Bistabiles Relais,BJ-8RP 110VDC,Arteche
Project12,Auslösung & Umschaltrelais für definitive Abschaltung / Bistabiles Relais,BJ-8RP 110VDC,Arteche
Project16,Switch,CA10.7BU995.E,Kraus & Naimer
Project15,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project5,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project13,Pushbutton,DX22 PRM TF ON,DOMO
Project3,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project1,Relay socket,FN-DE IP10,Arteche
Project12,Relay socket,FN-DE IP10,Arteche
Project5,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project13,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project5,Standard all-or-nothing relay,RF-4R 110VDC,Arteche
Project13,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project14,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project13,Socket,071L.11,Finder
Project14,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project2,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project6, /,RF-4 110VDC OP:00001,Arteche
Project14,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project16,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project8,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project2,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project7,Instantaneous relay / Monostable relay,RF-4 110VDC OP:00001,Arteche
Project10,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project6,Relay socket,FN-DE IP10,Arteche
Project16,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project11,Deckel,D-PT 10,Phoenix Contact GmbH & Co. KG
Project8,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project8,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project20,Labeling for terminal block,UC-TMF 16,Phoenix Contact GmbH & Co. KG
Project11,Deckel,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project7,Relay socket,FN-DE IP10,Arteche
Project4,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project10,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project19,Labeling for terminal block,UC-TMF 16,Phoenix Contact GmbH & Co. KG
Project9,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project10,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project20,Plug-in module,RIF-V-120-230 UC,Phoenix Contact GmbH & Co. KG
Project4,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project17,Drucktaste,DX22 PRM TF OG,DOMO
Project3,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project15,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project8,"F/O Duplex Multimode OM3 LC-LC, XXm","F/O Duplex Multimode OM3 LC-LC, XXm",Various
Project19,Plug-in module,RIF-V-120-230 UC,Phoenix Contact GmbH & Co. KG
Project9,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project9,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project4,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project12,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project20,Relay base,RIF-2-BPT/4X21,Phoenix Contact GmbH & Co. KG
Project6,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project1,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project19,Relay base,RIF-2-BPT/4X21,Phoenix Contact GmbH & Co. KG
Project20,Retaining bracket,RIF-RH-2,Phoenix Contact GmbH & Co. KG
Project3,Drucktaste,DX22 PRM TF OG,DOMO
Project19,Retaining bracket,RIF-RH-2,Phoenix Contact GmbH & Co. KG
Project17,Drucktaste,DX22 PRM TF OR,DOMO
Project18,"Roof-mounted fan, roof vent",SK 3139.100,Rittal
Project15,Drucktaste,DX22 PRM TF OG,DOMO
Project21,"Roof-mounted fan, roof vent",SK 3139.100,Rittal
Project1,Pushbutton,DX22 PRM TF OG,DOMO
Project12,Pushbutton,DX22 PRM TF OG,DOMO
Project13,End cover,D-PT 10,Phoenix Contact GmbH & Co. KG
Project15,Drucktaste,DX22 PRM TF OR,DOMO
Project5,Pushbutton,DX22 PRM TF OG,DOMO
Project18,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project3,Drucktaste,DX22 PRM TF OR,DOMO
Project15,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project13,End cover,"D-ST 2,5-QUATTRO",Phoenix Contact GmbH & Co. KG
Project18,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project1,Pushbutton,DX22 PRM TF OR,DOMO
Project12,Pushbutton,DX22 PRM TF OR,DOMO
Project3,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project21,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project12,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project5,Pushbutton,DX22 PRM TF OR,DOMO
Project18,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project21,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project1,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project22,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project16,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project5,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project21,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project18,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project3,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project21,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project16,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project22,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project17,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project2,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project15,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project22,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project1,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project2,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project16,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project12,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project3,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project15,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project17,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project5,Expansion Module for SINEAX A2xx - 2 Analog Outputs,EMMOD202,GMC Instruments
Project12,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project11,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project2,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project1,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project11,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project5,Multifunction measuring instrument serial built-in,Sineax A 210,GMC Instruments
Project19,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project11,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project20,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project5,"DATAFLAMM®-C 2x0.5mm2 halogen-free, screened, meter marking, EMC-preferred type",DATAFLAMM®-C grey 2 x 0.75 mm²,Helukabel
Project15,"Padlockable Switch, 2 Position, 270° / 360°, 7xNO, 1xNC",CA40.7BX423.E.AT11,Kraus & Naimer
Project20,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project19,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project3,"Padlockable Switch, 2 Position, 270° / 360°, 7xNO, 1xNC",CA40.7BX423.E.AT11,Kraus & Naimer
Project20,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project12,"Padlockable Switch, 2 Position, 270° / 360°, 7xNO, 1xNC",CA40.7BX423.E.AT11,Kraus & Naimer
Project1,"Padlockable Switch, 2 Position, 270° / 360°, 7xNO, 1xNC",CA40.7BX423.E.AT11,Kraus & Naimer
Project19,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project12,Switch,CA10.7BU995.E,Kraus & Naimer
Project1,Switch,CA10.7BU995.E,Kraus & Naimer
Project5,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project5,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project5,Switch,CA10.7BU995.E,Kraus & Naimer
Project5,Electronic electricity meter,E850 F9.12E,Landis+Gyr
Project13,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project13,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project13,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project3,Substation automation device (accessories),ETH-BB-2FO,Siemens
Project15,Substation automation device (accessories),ETH-BB-2FO,Siemens
Project1,Substation automation device (accessories),ETH-BB-2FO,Siemens
Project3,Substation automation device (accessories),IO205,Siemens
Project12,Substation automation device (accessories),ETH-BB-2FO,Siemens
Project15,Substation automation device (accessories),IO205,Siemens
Project3,Substation automation device (accessories),IO206,Siemens
Project15,Substation automation device (accessories),IO206,Siemens
Project1,Substation automation device (accessories),USART-AG-1LDFO,Siemens
Project12,Substation automation device (accessories),USART-AG-1LDFO,Siemens
Project15,Substation automation device (accessories),USART-AG-1LDFO,Siemens
Project3,Substation automation device (accessories),USART-AG-1LDFO,Siemens
Project5,Bay controller,"REC670 A30, Ver. 2.2",ABB
Project5,Fault Recorder 7KE85,7KE85,Siemens
Project11,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project9,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project16,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project4,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project2,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project8,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project21,EDIZIOdue colore Socket Type 13 orange,87003.FX.54.39,Feller
Project10,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project22,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project20,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project19,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project11,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project18,EDIZIOdue colore Socket Type 13 orange,87003.FX.54.39,Feller
Project11,Small Embedded Controller SEC3,SEC3,IPComm GmbH
Project13,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project13,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project13,Contactor socket holder,DX22 BF3,DOMO
Project13,Label holder,SIM 22/30 PTR,DOMO
Project17,Auslöserelais /,RJ-8R 110/125VDC OP:01000,Arteche
Project12,Auslöserelais /,RJ-8R 110/125VDC OP:01000,Arteche
Project1,Auslöserelais /,RJ-8R 110/125VDC OP:01000,Arteche
Project5,Relay socket,FN-DE IP10,Arteche
Project16,SFP Fiberoptic Gigabit Ethernet Transceiver,M-SFP-SX/LC,Hirschmann
Project2,PWR-AD10: IMS Power Supply Unit 90-265 V AC / 90-250 V DC,IMS-PWR-AD10,Meinberg
Project17,Relay socket,JN-DE IP10,Arteche
Project13,Legend label,SIM 30 TOW,DOMO
Project11,PWR-AD10: IMS Power Supply Unit 90-265 V AC / 90-250 V DC,IMS-PWR-AD10,Meinberg
Project3,Standard all-or-nothing relay,RJ-8R 110VDC,Arteche
Project15,Standard all-or-nothing relay,RJ-8R 110VDC,Arteche
Project13,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project13,Switch,CA10.7BU995.E,Kraus & Naimer
Project17,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project17,Drucktaste,DX22 PRM TF ON,DOMO
Project6,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project7,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project17,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project3,Drucktaste,DX22 PRM TF ON,DOMO
Project6,Steckdose,071L.11,Finder
Project7,Socket,071L.11,Finder
Project15,Drucktaste,DX22 PRM TF ON,DOMO
Project12,Pushbutton,DX22 PRM TF ON,DOMO
Project1,Pushbutton,DX22 PRM TF ON,DOMO
Project17,Steckdose,071L.11,Finder
Project5,Pushbutton,DX22 PRM TF ON,DOMO
Project15,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project3,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project12,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project15,Steckdose,071L.11,Finder
Project1,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project3,Steckdose,071L.11,Finder
Project17,SFP Fiberoptic Gigabit Ethernet Transceiver,M-SFP-SX/LC,Hirschmann
Project12,Socket,071L.11,Finder
Project5,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project1,Socket,071L.11,Finder
Project5,Socket,071L.11,Finder
Project17,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project17,"Padlockable Switch, 2 Position, 270° / 360°, 7xNO, 1xNC",CA40.7BX423.E.AT11,Kraus & Naimer
Project3,Schalter,CA10.7BU995.E,Kraus & Naimer
Project15,Schalter,CA10.7BU995.E,Kraus & Naimer
Project5,Electronic electricity meter,ZMQ 202 C.4 R4A F9,Landis+Gyr
Project7,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project6,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project6,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project7,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project7,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project6,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project17,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project17,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project17,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project3,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project15,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project3,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project1,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project15,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project12,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project12,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project1,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project15,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project3,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project12,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project1,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project5,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project5,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project5,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project20,Auxiliary contact unit for distribution board,S2C-H6-20R,ABB
Project19,Auxiliary contact unit for distribution board,S2C-H6-20R,ABB
Project17,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project22,Auxiliary contact unit for distribution board,S2C-H6-20R,ABB
Project12,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project6,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project5,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project2,MicroSCADA X SYS600C - The compact system,SYS600C-V4.10,ABB
Project1,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project15,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project7,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project3,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project11,MicroSCADA X SYS600C - The compact system,SYS600C-V4.10,ABB
Project21,E202/63R Switch Disconnector,E202/63R,ABB
Project8,Miniature circuit breaker (MCB),S202M-K4UC,ABB
Project4,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project10,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project9,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project14,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project19,Leitungsschutzschalter (MCB),S303P-Z2,ABB
Project20,Leitungsschutzschalter (MCB),S303P-Z2,ABB
Project22,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project12,Miniature circuit breaker (MCB),S202M-K4UC,ABB
Project17,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project21,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M B6 A30,ABB
Project1,Miniature circuit breaker (MCB),S202M-K4UC,ABB
Project1,Miniature circuit breaker (MCB),S202M-K6UC,ABB
Project6,MA1-8153 Lockable shroud,MA1-8153,ABB
