Name,Device Description,Type Description,Manufacturer
Project25,Computer,Power panel T30,B&R Industrie-Automation AG
Project25,Outlet box,1701-24G,Busch-Jaeger
Project25,Multi function metering device,Elite 440-443,CEWE Instrument
Project25,Switch,R10 2/3,Comeletric
Project25,Voltmeter switch,R301-705-V12-W002,Comeletric
Project25,Push button actuator,CD16/24 PSM TR,DOMO
Project25,Push button actuator,DX22 PRP TF TR,DOMO
Project25,Holder,For twelve elements,EAO
Project25,"Analog Voltmeter, GMC Instrument",EQ 96,GMC Instrument
Project25,Counter,W 15.51,Kübler
Project25,Ethernet adapter,NBC-PP-J1PGY-S/R4IDC8 - 1100077,Phoenix Contact
Project25,Resistor,OKJT,SCHLEGEL
Project25,Annunciator unit,FSB16/16-P-USB,Unitro
Project25,Ethernet cable,STP 4x2x0.50mm²,Various
Project25,Front view,"REx650, PWC600",ABB
Project31,Plastic holder,E-0 OP,Arteche
Project31,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project31,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project31,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project31,"F/O Duplex Multimode OM3 LC-LC, XXm","F/O Duplex Multimode OM3 LC-LC, XXm",Various
Project32,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project32,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project33,Plastic holder,E-0 OP,Arteche
Project33,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project33,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project33,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project33,"F/O Duplex Multimode OM3 LC-LC, XXm","F/O Duplex Multimode OM3 LC-LC, XXm",Various
Project34,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project34,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project34,Plastic holder,E-0 OP,Arteche
Project34,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project34,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project34,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project35,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project35,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project36,Plastic holder,E-0 OP,Arteche
Project36,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project36,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project36,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project37,HS200 Aluminium Housed Resistors,HS200 68R F,Arcol
Project37,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project37,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project26,Relay Clip,VM1831,AMRA
Project26,Plastic holder,E-0 OP,Arteche
Project26,Relay socket,JN-DE IP10,Arteche
Project26,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project26,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project26,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project26,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project26,Contactor socket holder,DX22 BF3,DOMO
Project26,Label holder,SIM 22/30 PTR,DOMO
Project26,Legend label,SIM 30 TOW,DOMO
Project26,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project26,Labeling for Kraus & Naimer Switches S1 size,S1_F991-A0B_PRC,Kraus & Naimer
Project26,Switch,CA40 7BM894-612 E S1 V845/E11/A11,Kraus & Naimer
Project26,"Trip-, auxiliary-, annunciation- and supervision relay",TSG,Schärer-Elektronik AG
Project26,"Trip-, auxiliary-, annunciation- and supervision relay",TSG910,Schärer-Elektronik AG
Project26,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project27,Relay Clip,VM1831,AMRA
Project27,Plastic holder,E-0 OP,Arteche
Project27,Relay socket,JN-DE IP10,Arteche
Project27,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project27,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project27,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project27,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project27,Contactor socket holder,DX22 BF3,DOMO
Project27,Label holder,SIM 22/30 PTR,DOMO
Project27,Legend label,SIM 30 TOW,DOMO
Project27,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project27,Labeling for Kraus & Naimer Switches S1 size,S1_F991-A0B_PRC,Kraus & Naimer
Project27,Switch,CA40 7BM894-612 E S1 V845/E11/A11,Kraus & Naimer
Project27,"Trip-, auxiliary-, annunciation- and supervision relay",TSG,Schärer-Elektronik AG
Project27,"Trip-, auxiliary-, annunciation- and supervision relay",TSG910,Schärer-Elektronik AG
Project27,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project28,Relay Clip,VM1831,AMRA
Project28,Plastic holder,E-0 OP,Arteche
Project28,Relay socket,FN-DE IP10,Arteche
Project28,Relay socket,JN-DE IP10,Arteche
Project28,Standard all-or-nothing relay,RJ-8R 110VDC,Arteche
Project28,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project28,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project28,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project28,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project28,Contactor socket holder,DX22 BF3,DOMO
Project28,Label holder,SIM 22/30 PTR,DOMO
Project28,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project28,Legend label,SIM 30 TOW,DOMO
Project28,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project28,SFP Fiberoptic Gigabit Ethernet Transceiver,M-SFP-SX/LC,Hirschmann
Project28,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project28,Labeling for Kraus & Naimer Switches S1 size,S1_F991-A0B_PRC,Kraus & Naimer
Project28,Switch,CA40 7BM894-612 E S1 V845/E11/A11,Kraus & Naimer
Project28,"Trip-, auxiliary-, annunciation- and supervision relay",TSG910,Schärer-Elektronik AG
Project28,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project29,Relay Clip,VM1831,AMRA
Project29,Kunststoffhalter,E-0 OP,Arteche
Project29,Relay socket,FN-DE IP10,Arteche
Project29,Relay socket,JN-DE IP10,Arteche
Project29,Standard all-or-nothing relay,RJ-8R 110VDC,Arteche
Project29,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project29,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project29,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project29,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project29,Contactor socket holder,DX22 BF3,DOMO
Project29,Label holder,SIM 22/30 PTR,DOMO
Project29,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project29,Legend label,SIM 30 TOW,DOMO
Project29,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project29,SFP Fiberoptic Gigabit Ethernet Transceiver,M-SFP-SX/LC,Hirschmann
Project29,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project29,Labeling for Kraus & Naimer Switches S1 size,S1_F991-A0B_PRC,Kraus & Naimer
Project29,Schalter,CA40 7BM894-612 E S1 V845/E11/A11,Kraus & Naimer
Project29,"Trip-, auxiliary-, annunciation- and supervision relay",TSG910,Schärer-Elektronik AG
Project29,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project30,Relay Clip,VM1831,AMRA
Project30,Plastic holder,E-0 OP,Arteche
Project30,Relay socket,FN-DE IP10,Arteche
Project30,Relay socket,JN-DE IP10,Arteche
Project30,Standard all-or-nothing relay,RJ-8R 110VDC,Arteche
Project30,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project30,"Halogen-free cables 500 V, numbered cores","DESCAFLEX ECO 500, 3x1.5mm²",DESCA AG
Project30,"Contact element, 1NC, front mount, screw connection",DX22 ECN 10,DOMO
Project30,"Contact element, 1NO, front mount, screw connection",DX22 ECN 01,DOMO
Project30,Contactor socket holder,DX22 BF3,DOMO
Project30,Label holder,SIM 22/30 PTR,DOMO
Project30,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project30,Legend label,SIM 30 TOW,DOMO
Project30,SFP Fiberoptic Fast-Ethernet Transceiver MM,M-FAST SFP-MM/LC,Hirschmann
Project30,SFP Fiberoptic Gigabit Ethernet Transceiver,M-SFP-SX/LC,Hirschmann
Project30,Labeling for Kraus & Naimer Switches S0 size,S0-F991-A0B/C-PRC,Kraus & Naimer
Project30,Labeling for Kraus & Naimer Switches S1 size,S1_F991-A0B_PRC,Kraus & Naimer
Project30,Switch,CA40 7BM894-612 E S1 V845/E11/A11,Kraus & Naimer
Project30,"Trip-, auxiliary-, annunciation- and supervision relay",TSG910,Schärer-Elektronik AG
Project30,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project38,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project38,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project39,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project39,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project40,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project40,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project41,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project41,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project42,"Halogen-free cables 500 V, coloured cores according to HD 308 S2","DESCAFLEX ECO 500 CEE, 3x1.5mm²",DESCA AG
Project42,Exhaust filter – FF 4000 100,FF 4000 100,Seifert Systems
Project25,Switching lock,S-RT 5-T,Phoenix Contact
Project31,Label holder KA1-8120 Plate holder,KA1-8120,ABB
Project31,Legend label KA1-8121 Legend Plate,KA1-8121,ABB
Project31,MCB-01 Contact Block - 0 NO - 1NC,MCB-01,ABB
Project31,MCB-10 Contact Block - 1 NO - 0NC,MCB-10,ABB
Project31,MCBH-00 Contact Block Holder,MCBH-00,ABB
Project31,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project31,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project31,Miniature circuit breaker (MCB),S202M-K4UC,ABB
Project31,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project31,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project31,Standard all-or-nothing relay,CR-M110DC4,ABB
Project31,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project32,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project32,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project32,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project33,Label holder KA1-8120 Plate holder,KA1-8120,ABB
Project33,Legend label KA1-8121 Legend Plate,KA1-8121,ABB
Project33,Leitungsschutzschalter (MCB),S303P-Z2,ABB
Project33,MCB-01 Contact Block - 0 NO - 1NC,MCB-01,ABB
Project33,MCB-10 Contact Block - 1 NO - 0NC,MCB-10,ABB
Project33,MCBH-00 Contact Block Holder,MCBH-00,ABB
Project33,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project33,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project33,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project33,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project33,Standard all-or-nothing relay,CR-M110DC4,ABB
Project33,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project34,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project34,Leitungsschutzschalter (MCB),S301P-B6NA,ABB
Project34,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project34,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project34,Label holder KA1-8120 Plate holder,KA1-8120,ABB
Project34,Legend label KA1-8121 Legend Plate,KA1-8121,ABB
Project34,Leitungsschutzschalter (MCB),S303P-Z2,ABB
Project34,MCB-01 Contact Block - 0 NO - 1NC,MCB-01,ABB
Project34,MCB-10 Contact Block - 1 NO - 0NC,MCB-10,ABB
Project34,MCBH-00 Contact Block Holder,MCBH-00,ABB
Project34,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project34,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project34,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project34,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project34,Standard all-or-nothing relay,CR-M110DC4,ABB
Project35,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project35,Leitungsschutzschalter (MCB),S301P-B6NA,ABB
Project35,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project35,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project36,Label holder KA1-8120 Plate holder,KA1-8120,ABB
Project36,Legend label KA1-8121 Legend Plate,KA1-8121,ABB
Project36,Leitungsschutzschalter (MCB),S303P-Z2,ABB
Project36,MCB-01 Contact Block - 0 NO - 1NC,MCB-01,ABB
Project36,MCB-10 Contact Block - 1 NO - 0NC,MCB-10,ABB
Project36,MCBH-00 Contact Block Holder,MCBH-00,ABB
Project36,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project36,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project36,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project36,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project36,Standard all-or-nothing relay,CR-M110DC4,ABB
Project37,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project37,Leitungsschutzschalter (MCB),S301P-B6NA,ABB
Project37,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project37,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project26,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project26,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project26,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project26,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project26,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project26,Standard all-or-nothing relay,CR-M110DC4,ABB
Project26,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project27,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project27,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project27,Miniature circuit breaker (MCB),S202M-K4UC,ABB
Project27,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project27,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project27,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project27,Standard all-or-nothing relay,CR-M110DC4,ABB
Project27,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project28,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project28,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project28,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project28,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project28,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project28,Standard all-or-nothing relay,CR-M110DC4,ABB
Project28,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project29,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project29,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project29,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project29,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project29,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project29,Standard all-or-nothing relay,CR-M110DC4,ABB
Project29,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project30,Miniature circuit breaker (MCB),S202M-K1UC,ABB
Project30,Miniature circuit breaker (MCB),S202M-K2UC,ABB
Project30,Miniature circuit breaker (MCB),S203P-Z2,ABB
Project30,PMAJACK - L.66 - Braided Hose,L.66.50SW,ABB
Project30,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project30,Standard all-or-nothing relay,CR-M110DC4,ABB
Project30,"ZA1P5 Enclosure accessories, 55 mm x 215 mm",ZA1P5,ABB
Project38,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project38,Contactor relay,AF09-30-10-13,ABB
Project38,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project38,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project39,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project39,Contactor relay,AF09-30-10-13,ABB
Project39,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project39,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project40,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project40,Contactor relay,AF09-30-10-13,ABB
Project40,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project40,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project41,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project41,Contactor relay,AF09-30-10-13,ABB
Project41,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project41,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project42,Auxiliary contact unit for distribution board,S2C-H6R,ABB
Project42,Contactor relay,AF09-30-10-13,ABB
Project42,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project42,S2C-H11L Auxiliary Contact,S2C-H11L,ABB
Project31,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project31,MLBL-05R LED block,MLBL-05R,ABB
Project31,MP1-10G Pushbutton,MP1-10G,ABB
Project31,MP1-10R Pushbutton,MP1-10R,ABB
Project31,MP1-11R Pushbutton,MP1-11R,ABB
Project31,Relay socket,CT-ERS.21P,ABB
Project31,Instantaneous relay / Monostable relay,RF-4 110VDC OP:00001,Arteche
Project31,Relay socket,FN-DE IP10,Arteche
Project32,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project32,Socket outlet for distribution board,M1011-T13,ABB
Project32,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project32,Socket,071L.11,Finder
Project32,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project32,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project32,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project33,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project33,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project33,MLBL-05R LED block,MLBL-05R,ABB
Project33,MP1-10G Pushbutton,MP1-10G,ABB
Project33,MP1-10R Pushbutton,MP1-10R,ABB
Project33,MP1-11R Pushbutton,MP1-11R,ABB
Project33,Instantaneous relay /,RF-4 110VDC OP:00001,Arteche
Project33,Relay socket,FN-DE IP10,Arteche
Project33,"Patchkabel CAT.6,S/FTP,RJ45, XXm","Patchkabel CAT.6,S/FTP,RJ45, XXm",Various
Project34,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project34,Socket outlet for distribution board,M1011-T13,ABB
Project34,Standard all-or-nothing relay,CR-M110DC4,ABB
Project34,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project34,Socket,071L.11,Finder
Project34,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project34,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project34,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project34,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project34,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project34,MLBL-05R LED block,MLBL-05R,ABB
Project34,MP1-10G Pushbutton,MP1-10G,ABB
Project34,MP1-10R Pushbutton,MP1-10R,ABB
Project34,MP1-11R Pushbutton,MP1-11R,ABB
Project34,Relay socket,CT-ERS.21P,ABB
Project34,Instantaneous relay / Monostable relay,RF-4 110VDC OP:00001,Arteche
Project34,Relay socket,FN-DE IP10,Arteche
Project35,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project35,Socket outlet for distribution board,M1011-T13,ABB
Project35,Standard all-or-nothing relay,CR-M110DC4,ABB
Project35,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project35,Socket,071L.11,Finder
Project35,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project35,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project35,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project36,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project36,Leitungsschutzschalter (MCB),S304P-Z2,ABB
Project36,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project36,MLBL-05R LED block,MLBL-05R,ABB
Project36,MP1-10G Pushbutton,MP1-10G,ABB
Project36,MP1-10R Pushbutton,MP1-10R,ABB
Project36,MP1-11R Pushbutton,MP1-11R,ABB
Project36,Instantaneous relay / Monostable relay,RF-4 110VDC OP:00001,Arteche
Project36,Relay socket,FN-DE IP10,Arteche
Project37,Auxiliary contact unit for distribution board,S2C-H6-20R,ABB
Project37,Residual Current Circuit Breaker with Overcurrent Protection,DS201 M C10 A30,ABB
Project37,Socket outlet for distribution board,M1011-T13,ABB
Project37,Standard all-or-nothing relay,CR-M110DC4,ABB
Project37,Electrical cabinet luminaire (electrical cabinet),7L.46.0.230.2200,Finder
Project37,Socket,071L.11,Finder
Project37,Heater (electrical cabinet),KH 501-50 PTC,Seifert Systems
Project37,Hygrostat (electrical cabinet),CC 3014,Seifert Systems
Project37,Thermostat (electrical cabinet),CC 3011,Seifert Systems
Project26,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project26,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project26,Relay socket,CT-ERS.21P,ABB
Project26,Relay socket,FN-DE IP10,Arteche
Project26,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project26,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project26,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project26,Pushbutton,DX22 PRM TF OG,DOMO
Project26,Pushbutton,DX22 PRM TF OR,DOMO
Project26,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project26,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project26,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project27,Auxiliary contact unit for distribution board,S2C-H6-11R,ABB
Project27,Relay socket,CT-ERS.21P,ABB
Project27,Relay socket,FN-DE IP10,Arteche
Project27,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project27,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project27,Lamp for DX22 Pushbutton,LD BA9S A130 AC/DC,DOMO
Project27,Pushbutton,DX22 PRM TF OG,DOMO
Project27,Pushbutton,DX22 PRM TF OR,DOMO
Project27,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project27,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project27,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project28,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project28,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project28,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project28,Pushbutton,DX22 PRM TF OG,DOMO
Project28,Pushbutton,DX22 PRM TF OR,DOMO
Project28,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project28,Expansion Module for SINEAX A2xx - 2 Analog Outputs,EMMOD202,GMC Instruments
Project28,Multifunction measuring instrument serial built-in,Sineax A 210,GMC Instruments
Project28,"DATAFLAMM®-C 2x0.5mm2 halogen-free, screened, meter marking, EMC-preferred type",DATAFLAMM®-C grey 2 x 0.75 mm²,Helukabel
Project28,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project28,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project28,Switch,CA10.7BU995.E,Kraus & Naimer
Project28,Electronic electricity meter,E850 F9.12E,Landis+Gyr
Project29,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project29,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project29,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project29,Drucktaste,DX22 PRM TF OG,DOMO
Project29,Drucktaste,DX22 PRM TF OR,DOMO
Project29,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project29,Expansion Module for SINEAX A2xx - 2 Analog Outputs,EMMOD202,GMC Instruments
Project29,Multifunction measuring instrument serial built-in,Sineax A 210,GMC Instruments
Project29,"DATAFLAMM®-C 2x0.5mm2 halogen-free, screened, meter marking, EMC-preferred type",DATAFLAMM®-C grey 2 x 0.75 mm²,Helukabel
Project29,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project29,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project29,Schalter,CA10.7BU995.E,Kraus & Naimer
Project29,Electronic electricity meter,E850 F9.12E,Landis+Gyr
Project30,Miniature circuit breaker (MCB),S202M-K16UC,ABB
Project30,Standard all-or-nothing relay,BJ-8RP 110VDC,Arteche
Project30,Standard all-or-nothing relay,RF-4 110VDC,Arteche
Project30,Pushbutton,DX22 PRM TF OG,DOMO
Project30,Pushbutton,DX22 PRM TF OR,DOMO
Project30,Transparent Pushbutton,DX22 PRM TF TR,DOMO
Project30,Expansion Module for SINEAX A2xx - 2 Analog Outputs,EMMOD202,GMC Instruments
Project30,Multifunction measuring instrument serial built-in,Sineax A 210,GMC Instruments
Project30,"DATAFLAMM®-C 2x0.5mm2 halogen-free, screened, meter marking, EMC-preferred type",DATAFLAMM®-C grey 2 x 0.75 mm²,Helukabel
Project30,Key Switch,CG8 A222-600 E-V/KA,Kraus & Naimer
Project30,Key Switch,CG8 A476-600 E-V/KA,Kraus & Naimer
Project30,Switch,CA10.7BU995.E,Kraus & Naimer
Project30,Electronic electricity meter,E850 F9.12E,Landis+Gyr
